FX (Kraft 2),FY (Kraft 1),UXKNGesamt,UYKNGesamt,FX (Kraft 2),FY (Kraft 1),UXKNGesamt,UYKNGesamt
-999.6601,501.8011,-0.01068,0.042726,-1010.8399,506.4048,-0.01163,0.0445077
-1080.5501,543.2341,-0.01219,0.047518,-1093.0399,543.2338,-0.01309,0.0498296
-1159.4701,584.0091,-0.01398,0.052814,-1167.3599,581.3788,-0.01514,0.0559505
-1232.4701,616.2351,-0.01619,0.059001,-1233.1299,614.2618,-0.01742,0.0629162
-1300.2101,650.4331,-0.01919,0.066398,-1292.9799,645.8298,-0.02038,0.0710131
-1354.8001,677.3981,-0.0227,0.074885,-1341.6399,672.7948,-0.02385,0.0802362
-1402.8101,703.7051,-0.02658,0.084252,-1387.0199,692.5248,-0.02761,0.0902602
-1446.8701,727.3811,-0.03092,0.094465,-1426.4799,715.5428,-0.03163,0.1008932
-1484.3601,748.4261,-0.03556,0.105208,-1467.2599,733.9578,-0.03592,0.1119462
-1515.9201,764.8681,-0.04009,0.116307,-1498.8299,751.0568,-0.04041,0.1234228
-1555.3801,783.2821,-0.04507,0.127741,-1536.3099,767.4988,-0.04499,0.1352495
-1583.6601,795.7781,-0.05002,0.139654,-1568.5399,783.9398,-0.0496,0.1471835
-1613.2601,808.9311,-0.05515,0.151718,-1594.8399,798.4088,-0.05434,0.15957273
-1642.2001,825.3731,-0.06029,0.164079,-1617.8599,813.5348,-0.05935,0.17210454
-1671.7901,838.5271,-0.06558,0.17644,-1647.4599,824.7158,-0.06422,0.18473159
-1694.1501,851.0221,-0.07082,0.189212,-1675.7399,838.5268,-0.06933,0.1976849
-1721.1201,862.8601,-0.07642,0.202262,-1702.6999,851.0228,-0.07454,0.2110221
-1748.7401,877.9871,-0.08192,0.215361,-1721.7699,860.8878,-0.07978,0.2245147
-1769.7801,889.1671,-0.08749,0.22859,-1744.1399,873.3828,-0.08506,0.2380055
-1785.5701,895.7441,-0.09303,0.241885,-1767.1499,883.2478,-0.09039,0.2515665
-1807.9301,906.2661,-0.09891,0.255407,-1786.8799,895.0858,-0.09577,0.2652029
-1828.3201,917.4471,-0.10452,0.268958,-1806.6099,904.2938,-0.10117,0.2790826
-1846.0701,925.3391,-0.11034,0.282627,-1821.7399,912.8428,-0.10657,0.2929554
-1867.7801,935.8611,-0.11624,0.296565,-1847.3899,921.3928,-0.11233,0.3070438
-1884.2201,945.7261,-0.12206,0.310394,-1858.5699,933.8888,-0.11781,0.3210874
-1900.6601,954.2761,-0.12791,0.324442,-1877.6399,940.4648,-0.12357,0.3353357
-1917.1001,961.5101,-0.13387,0.338344,-1892.7699,947.0418,-0.12921,0.3495813
-1933.5401,970.7181,-0.13989,0.35253,-1911.1799,954.2758,-0.13497,0.3639241
-1948.6701,977.2941,-0.14599,0.366693,-1923.0199,966.1138,-0.14074,0.3783088
-1961.1701,983.8711,-0.15208,0.380805,-1936.1699,971.3758,-0.14649,0.392694
-1974.3201,988.4751,-0.15804,0.394976,-1948.0099,978.6098,-0.15228,0.407033
-1988.7901,999.6511,-0.16429,0.409534,-1966.4299,982.5558,-0.15813,0.421414
-2000.6301,1002.9411,-0.1706,0.423977,-1974.3199,988.4748,-0.16403,0.436315
-2009.8301,1010.8311,-0.17693,0.438432,-1988.7899,993.7388,-0.17005,0.450936
-2021.0101,1012.8111,-0.1831,0.453001,-1996.0199,1001.6288,-0.17593,0.465536
-2029.5601,1019.3811,-0.18946,0.467583,-2005.2299,1008.8588,-0.18212,0.480324
-2044.0301,1026.6211,-0.1958,0.482186,-2019.6999,1012.8088,-0.1882,0.495198
-2051.2701,1027.9311,-0.20229,0.496881,-2030.8799,1014.1288,-0.19427,0.510033
-2057.8401,1035.1711,-0.20869,0.511418,-2038.7699,1021.3588,-0.20036,0.524907
-2069.0201,1038.4611,-0.21526,0.526262,-2049.2899,1025.3088,-0.20663,0.539778
-2085.4601,1041.7411,-0.22183,0.541049,-2053.8999,1028.5888,-0.21289,0.554743
-2089.4101,1047.0111,-0.22832,0.555849,-2064.4199,1033.1988,-0.21911,0.569686
-2094.6701,1049.6411,-0.23511,0.57077,-2068.3699,1037.1388,-0.22539,0.584761
-2107.1701,1054.9011,-0.24186,0.585678,-2078.2299,1042.3988,-0.23179,0.599849
-2111.7701,1059.5011,-0.24851,0.600571,-2086.1199,1042.3988,-0.23835,0.614942
-2119.6601,1061.4711,-0.25546,0.615816,-2096.6499,1048.9788,-0.2449,0.63026
-2128.8701,1066.7411,-0.26246,0.631114,-2103.8799,1050.9488,-0.25155,0.645685
-2129.5301,1066.7411,-0.26936,0.646463,-2105.1899,1056.2188,-0.25835,0.661345
-2138.0801,1072.0011,-0.2764,0.661706,-2113.0899,1057.5288,-0.26521,0.676938
-2142.0201,1073.3111,-0.28352,0.677036,-2119.0099,1059.4988,-0.27181,0.69239
-2144.6501,1077.2611,-0.29074,0.692496,-2128.2099,1062.7888,-0.27882,0.707892
-2158.4701,1080.5511,-0.29809,0.708132,-2128.2099,1064.7688,-0.28583,0.72369
-2157.8101,1083.1811,-0.30547,0.723643,-2137.4199,1066.7388,-0.29281,0.739491
-2164.3801,1083.8411,-0.31294,0.739279,-2135.4499,1071.9988,-0.2999,0.755158
-2168.3301,1087.7811,-0.32043,0.755135,-2144.6599,1073.3188,-0.30709,0.770904
-2172.9301,1087.7811,-0.32802,0.770847,-2145.3099,1075.9488,-0.31423,0.786649
-2176.2201,1090.4111,-0.33568,0.78653,-2146.6299,1077.2588,-0.32153,0.802553
-2180.1701,1091.0711,-0.34335,0.802097,-2152.5499,1079.2288,-0.32887,0.818399
-2182.8001,1095.0211,-0.35091,0.81744,-2159.1199,1082.5188,-0.33636,0.834166
-2182.8001,1095.6711,-0.35849,0.8329365,-2161.0999,1080.5488,-0.34362,0.849816
-2187.4001,1097.6511,-0.36617,0.8483412,-2168.3299,1083.8388,-0.35115,0.865537
-2189.3801,1098.9611,-0.37424,0.8640815,-2167.6699,1083.1788,-0.35861,0.881178
-2191.3501,1098.9611,-0.38219,0.8797145,-2168.9899,1084.4988,-0.36645,0.897248
-2203.1901,1098.9611,-0.39017,0.8952801,-2175.5699,1085.1488,-0.37396,0.91297
-2195.3001,1101.5911,-0.39813,0.9108145,-2176.2199,1086.4688,-0.38163,0.928683
-2197.2701,1102.2511,-0.40635,0.926538,-2174.2499,1090.4088,-0.3894,0.944355
-2199.9001,1101.5911,-0.41457,0.9420572,-2172.2799,1091.0688,-0.39732,0.960186
-2203.8401,1103.5711,-0.4229,0.9577986,-2178.1999,1091.0688,-0.40544,0.976082
-2202.5301,1103.5711,-0.4313,0.9735224,-2176.8799,1089.7588,-0.4134,0.991899
-2197.9301,1104.2211,-0.43979,0.9893577,-2182.1399,1090.4088,-0.42156,1.007882
-2201.2101,1105.5411,-0.44845,1.0051792,-2183.4599,1093.6988,-0.42975,1.02388
-2180.1701,1093.7011,-0.45906,1.02326629,-2172.9299,1087.1288,-0.43942,1.041039
-2195.3001,1102.2511,-0.46756,1.03787161,-2181.4799,1091.7288,-0.44744,1.056243
-2178.8501,1092.3911,-0.4779,1.0551219,-2170.2999,1086.4688,-0.45736,1.073447
-2206.4801,1105.5411,-0.48516,1.0686311,-2174.2499,1087.1288,-0.4669,1.090335
-2212.3901,1105.5411,-0.49378,1.0841981,-2178.1999,1092.3888,-0.47459,1.104766
-2193.3201,1098.9611,-0.5045,1.1016058,-2167.6699,1086.4688,-0.4846,1.121381
-2196.6101,1096.9911,-0.51416,1.1172798,-2162.4099,1081.2088,-0.4947,1.138314
-2192.0101,1096.3311,-0.52391,1.1330867,-2144.6599,1076.5988,-0.50515,1.155064
-2174.2501,1088.4411,-0.53492,1.1504495,-2148.5999,1076.5988,-0.51502,1.171148
-2140.0501,1075.9411,-0.54705,1.1686227,-2131.4999,1067.3988,-0.52671,1.188698
,,,,-2137.4199,1069.3688,-0.53686,1.204223
