FX (Kraft 2),FY (Kraft 1),UXKNGesamt,UYKNGesamt,FX (Kraft 2),FY (Kraft 1),UXKNGesamt,UYKNGesamt
-215.0571,210.45376,-0.00197,0.01628993,-270.9595,271.617108,-0.00456,0.0212491
-245.9681,245.96776,-0.00228,0.01885627,-309.1035,311.077108,-0.00524,0.0242464
-281.4821,276.87776,-0.0027,0.02159885,-347.9065,347.249108,-0.00596,0.0273868
-316.9961,314.36576,-0.00306,0.02451845,-386.0505,385.393108,-0.0067,0.0305604
-351.8521,349.87976,-0.00345,0.02757525,-424.8535,424.196108,-0.00755,0.0339364
-389.3391,387.36676,-0.00382,0.03080253,-466.9445,462.998108,-0.00818,0.0374934
-430.1151,427.48376,-0.00416,0.03409287,-505.0885,505.089108,-0.00897,0.0411464
-468.9171,466.94376,-0.00478,0.0374343,-544.5485,548.495108,-0.00979,0.0449544
-508.3771,509.69276,-0.00523,0.0408832,-588.6125,586.640108,-0.01067,0.0489874
-552.4411,553.75676,-0.0058,0.0445881,-626.7575,633.992108,-0.01164,0.0531534
-595.8471,593.87376,-0.00648,0.0484344,-674.7675,672.794108,-0.01277,0.0576934
-639.2531,639.25276,-0.00721,0.0527909,-713.5695,714.227108,-0.01407,0.0628014
-681.3441,678.71376,-0.00812,0.0574531,-754.3455,754.345108,-0.01572,0.0684734
-720.1461,722.77676,-0.00924,0.0628586,-789.2015,789.859108,-0.01766,0.0749444
-759.6061,758.94876,-0.01061,0.068895,-822.7425,823.400108,-0.02021,0.0823144
-795.7781,795.12076,-0.01235,0.0759056,-852.9955,851.680108,-0.02298,0.0904904
-828.0041,830.63476,-0.01423,0.0837564,-881.2745,879.302108,-0.02607,0.0993614
-858.9141,857.59876,-0.01656,0.0924723,-905.6085,905.609108,-0.02946,0.1089694
-883.2481,882.59076,-0.01901,0.101952,-925.9965,927.969108,-0.03307,0.1190544
-908.8971,907.58176,-0.02177,0.1119364,-949.6725,950.330108,-0.03694,0.1296054
-928.6271,928.62676,-0.02466,0.1224292,-968.7445,967.429108,-0.04081,0.1405094
-952.3031,949.01476,-0.02765,0.1334417,-986.5015,987.159108,-0.04488,0.1516114
-970.7171,970.05976,-0.03065,0.1447807,-1004.9205,1004.259108,-0.04907,0.1632554
-987.8171,987.15976,-0.03373,0.1565199,-1020.0405,1020.039108,-0.05337,0.1751464
-1004.9171,1004.91476,-0.03708,0.1685504,-1037.1405,1034.509108,-0.05776,0.1871154
-1018.7271,1020.70476,-0.0404,0.1808492,-1047.6605,1051.609108,-0.06215,0.1993164
-1039.7771,1034.51476,-0.04376,0.1933952,-1062.7905,1064.769108,-0.06666,0.2117034
-1052.2671,1049.63476,-0.04716,0.2059893,-1079.8905,1077.919108,-0.07118,0.2241084
-1062.7871,1062.79476,-0.05052,0.2185054,-1090.4105,1090.409108,-0.07578,0.2366554
-1077.2571,1077.26476,-0.05414,0.2314451,-1104.2205,1104.229108,-0.08059,0.2495454
-1090.4171,1091.72476,-0.05764,0.2445941,-1114.0905,1112.119108,-0.0853,0.2624284
-1102.2471,1101.59476,-0.06142,0.2576941,-1127.2405,1127.239108,-0.09005,0.2752914
-1112.1171,1112.77476,-0.06499,0.2710551,-1137.7605,1138.419108,-0.09486,0.2883304
-1124.6071,1122.63476,-0.06867,0.2841371,-1147.6305,1150.919108,-0.09964,0.3014474
-1133.8171,1137.10476,-0.07224,0.2974381,-1158.8105,1160.779108,-0.10472,0.3147414
-1144.3371,1144.34476,-0.07589,0.3110321,-1167.3605,1168.679108,-0.10985,0.3281484
-1156.1771,1156.18476,-0.07985,0.3244841,-1179.8605,1177.229108,-0.1148,0.3412694
-1164.0671,1164.07476,-0.08357,0.3381281,-1188.4105,1186.429108,-0.11988,0.3547754
-1175.2571,1174.59476,-0.08716,0.3520311,-1198.2705,1194.979108,-0.12503,0.3682944
-1184.4571,1183.80476,-0.0914,0.3656001,-1204.8505,1206.819108,-0.1303,0.3818234
-1193.0071,1191.69476,-0.09539,0.3795991,-1211.4205,1213.399108,-0.13556,0.3955214
-1201.5571,1201.55476,-0.0995,0.3936621,-1220.6305,1220.629108,-0.14092,0.4092304
-1210.7671,1210.10476,-0.10345,0.4076941,-1229.1805,1230.499108,-0.14622,0.4229294
-1216.0271,1217.34476,-0.10763,0.4218381,-1235.7605,1237.729108,-0.15156,0.4367874
-1227.8671,1226.55476,-0.11173,0.4359481,-1242.9905,1244.969108,-0.15702,0.4505564
-1234.4471,1232.47476,-0.11605,0.4501021,-1248.2505,1249.569108,-0.16256,0.4644924
-1239.7071,1241.01476,-0.12015,0.4642761,-1256.8005,1256.799108,-0.168,0.4781784
-1247.5971,1247.59476,-0.1244,0.4785901,-1264.6905,1265.349108,-0.17354,0.4919854
-1254.8271,1253.51476,-0.12877,0.4929041,-1267.9805,1269.299108,-0.17913,0.5059914
-1259.4371,1259.43476,-0.13316,0.5073431,-1275.2205,1275.219108,-0.18489,0.5201134
-1264.0371,1266.66476,-0.13761,0.5218281,-1281.1405,1282.449108,-0.19062,0.5341494
-1273.2471,1270.61476,-0.14195,0.5362111,-1289.6905,1287.059108,-0.19646,0.5484144
-1277.8471,1278.50476,-0.14651,0.5508521,-1294.9505,1292.979108,-0.2024,0.5626934
-1284.4271,1284.42476,-0.15138,0.5656941,-1298.2405,1297.579108,-0.2084,0.5771634
-1290.9971,1291.00476,-0.15591,0.5806491,-1304.8105,1305.469108,-0.21448,0.5916464
-1296.9171,1295.60476,-0.16053,0.5954481,-1308.7605,1308.759108,-0.22054,0.6061664
-1300.2071,1301.52476,-0.16536,0.6105011,-1314.6805,1312.709108,-0.22679,0.6206534
-1305.4671,1308.10476,-0.17017,0.6254771,-1318.6205,1321.259108,-0.23294,0.6352134
-1314.0171,1312.04476,-0.17506,0.6404901,-1325.2005,1323.229108,-0.23927,0.6498974
-1316.6471,1315.33476,-0.17996,0.6555551,-1328.4905,1330.459108,-0.24557,0.6644254
-1318.6271,1321.25476,-0.18502,0.6705511,-1332.4305,1334.409108,-0.25197,0.6791674
-1327.8271,1325.85476,-0.19003,0.6855731,-1339.0105,1339.009108,-0.25838,0.6937574
-1331.1171,1329.14476,-0.19508,0.7006481,-1341.6405,1341.639108,-0.26484,0.7083184
-1332.4371,1331.12476,-0.20011,0.7155601,-1342.9605,1344.269108,-0.27129,0.7228884
-1339.0071,1337.69476,-0.20519,0.7307001,-1347.5605,1352.169108,-0.27789,0.7374224
-1342.2971,1342.95476,-0.21041,0.7455921,-1355.4505,1354.139108,-0.28434,0.7518244
-1345.5871,1344.93476,-0.21567,0.7605611,-1354.1405,1356.109108,-0.291,0.7663434
-1348.2171,1347.56476,-0.22099,0.7756871,-1359.4005,1360.059108,-0.29769,0.7810614
-1350.8471,1358.08476,-0.22636,0.7909351,-1362.6905,1364.659108,-0.3046,0.7958074
-1355.4571,1356.76476,-0.23185,0.8061351,-1369.2605,1368.609108,-0.31147,0.8105544
-1358.7371,1360.71476,-0.23727,0.8213061,-1367.2905,1370.579108,-0.31819,0.8250884
-1362.6871,1362.03476,-0.24278,0.8363701,-1369.2605,1373.869108,-0.32508,0.8398114
-1362.6871,1363.34476,-0.24832,0.8515661,-1377.1605,1374.529108,-0.33217,0.8543934
-1366.6371,1369.92476,-0.25394,0.8668131,-1377.1605,1377.159108,-0.33917,0.8691794
-1370.5771,1371.89476,-0.25968,0.8821911,-1381.1005,1378.469108,-0.34636,0.8839954
-1375.1871,1374.52476,-0.26556,0.8975991,-1380.4405,1380.449108,-0.35372,0.8989464
-1374.5271,1378.47476,-0.27146,0.9131661,-1383.7305,1385.049108,-0.36093,0.9139454
-1377.1571,1381.10476,-0.27737,0.9287321,-1389.6505,1389.649108,-0.36847,0.9288574
-1383.7371,1381.76476,-0.28351,0.9442181,-1389.6505,1392.279108,-0.37597,0.9438464
-1387.6771,1383.73476,-0.28964,0.9598441,-1391.6205,1394.909108,-0.38342,0.9588184
-1389.6571,1386.36476,-0.29565,0.9753391,-1392.9405,1396.229108,-0.39101,0.9736304
-1388.3371,1390.96476,-0.30173,0.9905391,-1398.8605,1398.199108,-0.3986,0.9883504
-1391.6271,1392.94476,-0.30792,1.0059001,-1400.1705,1398.199108,-0.40621,1.0030644
-1392.9371,1391.62476,-0.3142,1.0213211,-1404.1205,1402.809108,-0.41394,1.0178434
-1394.9171,1394.91476,-0.3205,1.0367351,-1401.4905,1404.779108,-0.42172,1.0327464
-1397.5471,1394.91476,-0.32705,1.0522551,-1403.4605,1405.439108,-0.42955,1.0474764
-1398.1971,1402.14476,-0.33345,1.0676541,-1408.0705,1408.069108,-0.4375,1.0622424
-1396.8871,1402.14476,-0.34006,1.0830661,-1406.0905,1409.379108,-0.44549,1.0770364
-1403.4671,1404.77476,-0.34656,1.0984431,-1408.0705,1410.039108,-0.45349,1.0917704
-1406.7471,1404.12476,-0.35328,1.1137851,-1410.7005,1410.699108,-0.46166,1.1064894
-1404.1171,1405.43476,-0.35999,1.1292701,-1412.6705,1414.639108,-0.4699,1.1213614
-1406.0971,1410.04476,-0.36695,1.1448411,-1412.0105,1415.959108,-0.4784,1.1363374
-1408.7271,1409.38476,-0.37388,1.1604961,-1416.6205,1415.959108,-0.48671,1.1512104
-1408.7271,1410.69476,-0.38083,1.1759961,-1415.9605,1419.909108,-0.49528,1.1661194
-1412.6671,1411.35476,-0.388,1.1915971,-1420.5605,1419.909108,-0.50371,1.1809994
-1410.0371,1413.98476,-0.39514,1.2070281,-1421.8805,1419.909108,-0.51227,1.1957224
-1415.9571,1413.98476,-0.40229,1.2223321,-1421.8805,1423.849108,-0.52094,1.2103834
-1413.9871,1413.98476,-0.40946,1.2377311,-1422.5405,1423.849108,-0.52965,1.2251834
-1415.2971,1413.98476,-0.41688,1.2534461,-1424.5105,1423.189108,-0.5386,1.2401454
-1416.6171,1419.24476,-0.42436,1.2690291,-1425.8205,1425.169108,-0.54765,1.2550554
-1419.9071,1420.56476,-0.4321,1.2847591,-1423.1905,1427.799108,-0.55674,1.2699144
-1419.2471,1419.90476,-0.43972,1.3003711,-1424.5105,1428.459108,-0.56592,1.2848614
-1419.9071,1423.85476,-0.44742,1.3159961,-1425.1705,1429.109108,-0.57508,1.2996444
-1421.8771,1423.85476,-0.4551,1.3314181,-1431.0805,1430.429108,-0.58433,1.3143264
-1417.9271,1415.95476,-0.46423,1.3481881,-1421.2205,1424.509108,-0.59483,1.3301814
-1419.2471,1416.61476,-0.47306,1.3640671,-1421.2205,1420.559108,-0.60545,1.3454624
-1414.6471,1414.64476,-0.48234,1.3805401,-1427.1405,1422.539108,-0.61524,1.3599054
-1417.9271,1417.93476,-0.49109,1.3961671,-1421.2205,1422.539108,-0.62612,1.3753074
-1419.9071,1418.59476,-0.49953,1.4116881,-1423.1905,1429.109108,-0.63593,1.3897264
-1430.4271,1427.79476,-0.50709,1.4258381,-1427.8005,1429.109108,-0.64618,1.4044394
-1419.2471,1418.59476,-0.51687,1.4431361,-1424.5105,1429.109108,-0.65641,1.4191624
-1433.0571,1429.77476,-0.52432,1.4569351,-1425.8205,1428.459108,-0.66653,1.4338014
-1426.4771,1423.85476,-0.53411,1.4734751,-1425.1705,1426.479108,-0.67754,1.4490144
-1425.1671,1425.16476,-0.5434,1.4893501,-1434.3705,1428.459108,-0.68741,1.4631114
-1423.1971,1421.22476,-0.5535,1.5058811,-1438.3205,1435.029108,-0.69758,1.4773994
-1433.0571,1433.71476,-0.56145,1.5196301,-1433.7205,1437.009108,-0.70873,1.4925264
-1423.8471,1425.82476,-0.5722,1.5363041,-1437.6605,1435.689108,-0.71955,1.5072654
,,,,-1431.7405,1434.369108,-0.73084,1.5222594
,,,,-1435.0305,1433.059108,-0.74204,1.5370214
